dot_number,legal_name,dba_name,phone,email,physical_address,physical_city,physical_state,physical_zip,power_units,drivers,inspection_date,oos_total,vehicle_oos,driver_oos,total_violations,inspection_state,inspection_level,safer_link
3290462,JOSE ANTONIO HERNANDEZ MONFIL,,,,DEL DEPORTIVO SN,VERACRUZ,VC,91690,,,20260310,2,2,0,21,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3290462
3380896,KING EXPRESS TRUCKING INC,,,,3020 S 4760 W,W VALLEY CITY,UT,84120,,,20260323,1,1,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3380896
4540503,NOBA FLEETS LLC,,,,2406 S EDDY ST,PECOS,TX,79772,,,20260324,4,4,0,23,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4540503
3459579,ELIO VALENTIN CAMEJO MATOS,,,,16251 OLIVE GLEN DR,HOUSTON,TX,77082,,,20260324,1,1,0,18,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3459579
258923,FLETES SOTELO SA DE CV,,,,CAMINO DE LOS ESTEROS #720,CD JUAREZ,CI,32530,,,20260320,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=258923
2126272,OLYMPIA,,,,303 N OREGON SUITE 1020,EL PASO,TX,79901,,,20260321,1,1,0,2,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2126272
2314602,JORMICH DEVELOPMENT LLC,,,,12219 PRINCE SOLMS,SAN ANTONIO,TX,78253,,,20260317,1,1,0,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2314602
3887513,RAFA INTERNATIONAL LLC,,,,241 S DAMASCUS AVE,ODESSA,TX,79763-8024,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3887513
3421999,AC TRANSPORT LLC,,,,1301 E BROADWAY ST,BROWNFIELD,TX,79316,,,20260324,2,1,1,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3421999
3421999,AC TRANSPORT LLC,,,,1301 E BROADWAY ST,BROWNFIELD,TX,79316,,,20260324,3,2,1,19,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3421999
1078199,TERRY BEALL,,,,14722 CR 2125 B,HENDERSON,TX,75652,,,20260324,1,1,0,12,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1078199
3684653,SUNNY TRANSPORTATION INC,,,,15118 DRY RIDGE CT,HUMBLE,TX,77346,,,20260324,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3684653
3147707,OSMEIDI COLINA LLC,,,,200 W AVENUE F,JARREL,TX,76537,,,20260324,3,2,1,10,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3147707
1990593,A & A TRUCKING,,,,360 BOB STEELE RD,COLDSPRING,TX,77331,,,20260323,3,3,0,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1990593
1946292,ACTION GYPSUM SUPPLY LP,,,,9635 WEST LITTLE YORK RD,HOUSTON,TX,77040,,,20260324,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1946292
3703527,CALE INTERNATIONAL LOGISTICS LLC,,,,917 N BIBB AVE APT 31,EAGLE PASS,TX,78852,,,20260324,1,0,1,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3703527
130951,BWI COMPANIES INC,,,,1355 NORTH KINGS HIGHWAY,NASH,TX,75569,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=130951
3433881,TUKA TRANSPORTATION SERVICES LLC,,,,1821 TARTAN DR,CARROLLTON,TX,75006,,,20260324,2,2,0,9,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3433881
4292259,Y&E TRANSPORTATION LLC,,,,5511 DOWNIE DRAW RANCH TRL,KATY,TX,77493,,,20260322,1,1,0,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4292259
3727501,EXECUTIVE CARGO LLC,,,,714 BORDNER DR,LANCASTER,TX,75146,,,20260319,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3727501
2002949,IONIC TRUCKING LLC,,,,6433 BROOKFIELD DRIVE,HOUSTON,TX,77085,,,20260324,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2002949
4284323,GOLDEN WAY TRANSPORT LLC,,,,594 SAWDUST RD SUITE 339,SPRING,TX,77380,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4284323
2360323,TRADEX LOGISTICS INC,,,,607 GRAND CENTRAL,LAREDO,TX,78045,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2360323
86876,FEDEX EXPRESS FEDEX,,,,3660 HACKS CROSS RD BLDG F 2ND FL,MEMPHIS,TN,38125,,,20260324,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=86876
515580,RUSSELL TRANSPORT INC,,,,12365 PINE SPRINGS,EL PASO,TX,79928,,,20260325,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=515580
3195710,BOGG EXPRESS LLC,,,,2300 SEYMOUR AVENUE,CINCINNATI,OH,45212,,,20260325,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3195710
1907093,SMILEY TRANS LLC,,,,2703 CHELSEA LN,EDINBURG,TX,78542,,,20260322,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1907093
2020332,TRANCASA USA INC,,,,100 S AUSTIN DR,PHARR,TX,78577,,,20260323,1,1,0,1,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2020332
3980396,PB02 XPRESS INC,,,,21500 LASSEN ST SPC 111,CHATSWORTH,CA,91311,,,20260324,1,0,1,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3980396
3684291,JPS PRODUCE LLC,,,,10362 SW 212TH ST APT 202,CUTLER BAY,FL,33189-3074,,,20260324,1,0,1,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3684291
3955251,VENTURE CAPITAL TRUCKING LLC,,,,31917 MORRISON ROAD,BROOKSHIRE,TX,77423,,,20260325,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3955251
3331805,AUTOTANQUES SANTAFE SA DE CV,,,,AUTOPISTA MONTERREY-REYNOSA KM 197 5,REYNOSA,TA,88720,,,20260316,1,1,0,14,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3331805
4177370,HUGO IVAN MORALES PEGO,,,,HOSPITAL DE ANDAR AMADOR 212,REYNOSA,TA,88690,,,20260316,2,2,0,10,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4177370
4039276,TRANSUTO S DE RL DE CV,,,,ZARCO 603,MONTEMORELOS,NL,67530,,,20260317,3,3,0,11,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4039276
2167705,LANDART AMERICA LLC,,,,13306 WRIGHT ROAD,BUDA,TX,78610,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2167705
2195497,TO A TEE HOT SHOT SERVICE,,,,1701 ANGEL TRL,ODESSA,TX,79766,,,20260324,2,2,0,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2195497
2188590,DKB ENTERPRISE INC,,,,1873 STATE HIGHWAY 87 N,CENTER,TX,75935,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2188590
700761,FESCO LTD,,,,1000 FESCO AVENUE,ALICE,TX,78332,,,20260320,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=700761
1615420,CMJ BROTHERS LLC,,,,425 ANDENWOOD DR,EVERMAN,TX,76140,,,20260323,1,1,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1615420
2906313,SERVICIO DE TRANSPORTE OS-RO,,,,PERLA ENTRE BRILLANTE Y GUADALUPE BLANCO 38,MATAMOROS,TA,87351,,,20260324,1,1,0,10,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2906313
4396024,ECO OILFIELD SOLUTIONS LLC,,,,10612 PATRON LOOP,LAREDO,TX,78045-6525,,,20260324,1,1,0,10,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4396024
625291,V KEELER AND ASSOCIATES INC,,,,3750 ALVAR STREET,NEW ORLEANS,LA,70126,,,20260324,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=625291
3850583,360 EXPRESS SA DE CV,,,,RENE GUAJARDO # 11,MATAMOROS,TA,87560,,,20260324,1,1,0,9,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3850583
4301155,TEXAS 305 ENERGY LLC,,,,611 E INTERSTATE 20 APT C305,MIDLAND,TX,79701-2036,,,20260324,1,1,0,11,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4301155
4288131,MP EXPRESS LOGS SA DE CV,,,,CALLE ARROYO LA VACA 102,ZARAGOZA,CH,26460,,,20260324,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4288131
4401253,GUTIERREZ TRUCKING LLC,,,,5500 ANTOINE DR APT 15,HOUSTON,TX,77091-4805,,,20260316,5,3,2,22,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4401253
488211,TIMEC SPECIALTY SERVICES INC,,,,2510 E SAM HOUSTON PKWY,PASADENA,TX,77503,,,20260316,3,1,2,7,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=488211
4433803,1 LBMA EXPRESS LLC,,,,6300 W BELLFORT AVE APT 573,HOUSTON,TX,77035-2156,,,20260323,2,1,1,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4433803
3984349,BRIONES TRANSPORT LLC,,,,17356 ROLLING HILL LN,WALLER,TX,77484,,,20260323,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3984349
3630479,SOLOMON SERVICES LLC,,,,1028 GANNON VALLEY TRAIL,WEATHERFORD,TX,76087,,,20260303,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3630479
4071977,CARRIED MY BURDENS LLC,,,,8990 KIRBY ST STE 220,HOUSTON,TX,77054,,,20260324,1,1,0,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4071977
3322027,J ERIC LANDAVERDE,,,,2921 BEASLEY RD,CONROE,TX,77301,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3322027
4485203,GVZ TRUCKING LLC,,,,11031 HIDDEN BEND DR,HOUSTON,TX,77064-4508,,,20260324,2,1,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4485203
4178622,BIG CHIEF TRUCKING LLC,,,,10607 RABBIT OAK DR,HOUSTON,TX,77065,,,20260324,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4178622
3478411,SAGA INTERNATIONAL TRANSPORTATION LLC,,,,662 QUARRY ST,EAGLE PASS,TX,78852,,,20260325,4,3,1,10,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3478411
1984541,CORDOVA TRUCKING,,,,5707 W AIRPORT BLVD,HOUSTON,TX,77035,,,20260324,2,2,0,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1984541
2795853,LONE STAR RANGER EXPRESS LLC,,,,2918 W GRAND PKWY N SUITE 150,KATY,TX,77449,,,20260319,1,0,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2795853
3824561,MARCELO ERNESTO ROACHO ANAYA,,,,1615 YALE ST,RIVER OAKS,TX,76114-2031,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3824561
4028188,ALTENBURG TRANSPORT LLC,,,,805 S LINDEN CIR,PHARR,TX,78577-6108,,,20260325,2,2,0,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4028188
2391623,AJP TRANSPORT INC,,,,6933 FM 1346,ST HEDWIG,TX,78220,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2391623
878722,AHI SUPPLY LP,,,,2800 N GORDON,ALVIN,TX,77511,,,20260325,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=878722
1808849,DEWITT TRANSPORTATION LLC,,,,11267 ROUTE 37,MARION,IL,62959,,,20260320,1,1,0,2,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1808849
2827530,SERVICIOS DE FLETES Y MANIOBRAS S DE RL DE CV,,,,TORREON #2148,JUAREZ,CI,32540,,,20260323,1,1,0,12,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2827530
2840006,FORZA NAFTA SERVICES SA DE CV,,,,CARRETERA UT #9101 INT 22,NUEVO LAREDO,TA,88284,,,20260324,1,0,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2840006
3275297,GRENCH TRANSPORT INC,,,,10514 TRADE WINDS DR,HOUSTON,TX,77086-2002,,,20260324,1,1,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3275297
675570,TRANSPORTACIONES MARTE,,,,7A # 115 MORELOS Y GONZALEZ,H MATAMOROS,TA,87300,,,20260324,1,1,0,2,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=675570
3886704,TNE SA DE CV,,,,BEGONIA 129,H MATAMOROS,TA,87395,,,20260324,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3886704
1144400,AGGREGATE HAULERS,,,,4772 FM 482,NEW BRAUNFELS,TX,78132,,,20260317,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1144400
3204104,STANO GLOBAL LLC,,,,13423 BLANCO RD#755,SAN ANTONIO,TX,78216,,,20260304,3,1,2,10,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3204104
3246426,RC HAULERS LLC,,,,6110 PALMETTO TRAIL,AMARILLO,TX,79106,,,20260322,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3246426
4230144,C & I ENERGY SERVICES LLC,,,,16950 HOPE RD,CANYON,TX,79015,,,20260325,1,1,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4230144
4463393,P & J LOGISTICS LLC,,,,4 PARADISE AVE,ODESSA,TX,79764-6740,,,20260325,2,2,0,13,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4463393
2255788,ERENDIRA BERENICE VAZQUEZ LOPEZ,,,,OLIVO 23,IRAPUATO,GJ,36570,,,20260316,2,0,2,5,TX,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2255788
1657928,DON MIGUEL TRANSPORTES S DE RL DE CV,,,,OCTAVIO PAZ #140,CHIHUAHUA,CI,31136,,,20260319,1,1,0,11,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1657928
1941698,FG TRUCKING LLC,,,,5320 FOSSIL DR,HALTOM CITY,TX,76117,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1941698
3719238,RITO BRISENO GAONA,,,,2737 AVENUE H,FORT WORTH,TX,76105,,,20260324,2,2,0,11,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3719238
797173,ZARSKY ACQUISITION LLC,,,,604 E RIO GRANDE ST,VICTORIA,TX,77901,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=797173
3981386,K&H TRUCKS LLC,,,,3052 N CICERO AVE,CHICAGO,IL,60641,,,20260325,1,0,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3981386
4432475,A&S ENVIRONMENTAL AND SERVICES LLC,,,,6030 TEXAS HERITAGE PKWY APT 9202,FULSHEAR,TX,77441-2604,,,20260324,3,3,0,11,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4432475
4401640,SKYLINE TRUCKING LLC,,,,1618 PRAIRIE CHIEF AVE,CLINTON,OK,73601,,,20260324,3,3,0,13,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4401640
2937836,TRANSPORTES ESPINO,,,,BRECHA 116 S/N,RIO BRAVO,TA,88803,,,20260313,1,1,0,7,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2937836
632834,ATL AUTOTRANSPORTES,,,,CALLE PRIMERA 250,REYNOSA,TA,88730,,,20260313,1,1,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=632834
2531368,PRICE RITE TRANSPORT LLC,,,,745 TOLLGATE RD,ELGIN,IL,60123,,,20260325,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2531368
1755970,SRC IRRIGATION INC,,,,331 US HIGHWAY 385 SOUTH,SEMINOLE,TX,79360,,,20260318,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1755970
779973,TRACSO,,,,PUENTE PEDRO YANEZ #775,JUAREZ,CI,32701,,,20260321,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=779973
3804904,JUAN CARLOS GARCIA NAJERA,,,,VALLE DE LAS PENAS 307,JUAREZ,CI,32427,,,20260323,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3804904
1942167,D STEWART TRUCKING LLC,,,,2714 COUNTY ROAD 240,GONZALES,TX,78629,,,20260324,2,2,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1942167
908381,GMA MEXICANA DE TRANSPORTACION SA DE CV,,,,ELEUTERIO SALDIVAR #2,MATAMOROS,TA,87420,,,20260324,1,1,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=908381
3803681,RICARDO MONDRAGON JR,,,,701 E 3RD ST,HEREFORD,TX,79045-5725,,,20260324,1,1,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3803681
1080997,CME TRANSCO LLC,,,,877 PERRY RD,PLAINFIELD,IN,46168,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1080997
2891140,DARCO TRANSPORT INC,,,,10506 LYNDON MEADOWS DR,HOUSTON,TX,77095,,,20260324,2,2,0,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2891140
4128214,G GARZA TRANSPORT LLC,,,,12010 PALMCROFT ST,HOUSTON,TX,77034-3719,,,20260317,1,1,0,13,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4128214
27641,WILLIAMS BROTHERS CONSTRUCTION CO INC,,,,3800 MILAM ST,HOUSTON,TX,77006,,,20260317,3,2,1,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=27641
2960161,DANNY CASTEEL,,,,1252 CYPRESS LN,LANCASTER,TX,75146,,,20260323,1,1,0,10,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2960161
865670,FLORES WELDING & CONSTRUCTION INC,,,,1503 S PRINCE ST,CLOVIS,NM,88101,,,20260325,1,1,0,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=865670
4439973,BASILIO GIL,,,,208 NW 12TH ST,DIMMITT,TX,79027-1512,,,20260325,3,3,0,12,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4439973
3451431,ALTUS CONSTRUCTION LLC,,,,7800 N STEMMONS FWY STE 360,DALLAS,TX,75247-4249,,,20260304,1,0,1,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3451431
4362601,MONTEJO SERVICES LLC,,,,5800 TECHNI CENTER DR APT 112,AUSTIN,TX,78721-2312,,,20260322,5,0,5,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4362601
306537,SWFL CORPORATION,,,,11991 TRANSPARK DR,EL PASO,TX,79927,,,20260325,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=306537
2280594,REJINO PRODUCE,,,,1543 CARBONEAR DR,CHANNELVIEW,TX,77530,,,20260324,3,0,3,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2280594
3062419,RED CARGO LOGISTICS LLC,,,,5205 W STATE HWY 107 STE A,EDINBURG,TX,78539,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3062419
3166207,FLASH CARRIERS INC,,,,5719 BUDDINGWOOD DR,GREENSBORO,NC,27409,,,20260323,1,1,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3166207
4070075,ISABEL CRISTINA PEREZ GARCIA,,,,PUENTE PHARR SN,REYNOSA,TA,88786,,,20260313,6,6,0,26,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4070075
3114595,ANDUJO'S TRUCKING LLC,,,,602 N EDDY ST,LOVINGTON,NM,88260,,,20260325,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3114595
4063339,RED WHITE AND BLUE OIL & GAS LLC,,,,5245 WHITEHURST DRIVE,LONGVIEW,TX,75602,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4063339
